6.4	238.4	0	48.9027	102.815	53.9123
6.4	238.4	3.11004	52.6393	103.143	50.5037
6.4	238.4	6.22008	52.9445	103.354	50.4095
6.4	238.4	9.33012	53.97	99.9187	45.9487
6.4	238.4	12.4402	52.9382	102.2	49.2618
6.4	238.4	15.5502	54.1164	100.555	46.4386
6.4	238.4	18.6602	53.9489	103.023	49.0741
6.4	238.4	21.7703	51.716	103.926	52.21
6.4	238.4	24.8803	55.2286	101.727	46.4984
6.4	238.4	27.9904	53.5009	105.409	51.9081
6.4	238.4	31.1004	52.0481	106.903	54.8549
6.4	238.4	34.2104	54.9867	106.517	51.5303
6.4	238.4	37.3205	53.2024	106.805	53.6026
