40	0.0
42	0.0
44	0.0
46	6.107111111111111e-05
48	0.005221575333333331
50	0.024550586666666662
52	0.03340589777777778
54	0.03303947111111111
56	0.031390551111111116
58	0.03206233333333334
60	0.03181804888888889
62	0.03200126222222223
64	0.03279518666666667
66	0.03129894444444444
68	0.032398224444444436
70	0.03371125333333333
72	0.03178751333333333
74	0.032550902222222226
76	0.03233715333333334
78	0.03267304444444444
80	0.03252036666666667
82	0.03288679333333333
84	0.03194019111111112
86	0.031146266666666665
88	0.03132948000000001
90	0.03236768888888889
92	0.03169590666666667
94	0.03239822444444444
96	0.031390551111111116
98	0.03197072666666667
100	0.0329784
102	0.032825722222222214
104	0.02525290444444444
106	0.008580484666666669
108	0.0005191044444444444
110	0.0
112	0.0
114	0.0
116	0.0
118	0.0
120	0.0
