0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.038491939999999995
11	0.05503264
12	0.004173821999999999
13	0.04714876
14	0.03230848
15	0.026588800000000003
16	0.028134679999999995
17	0.03400896
18	0.029216759999999998
19	0.027825500000000003
20	0.031226399999999994
21	0.03199934
22	0.03060806
23	0.030917220000000002
24	0.0276709
25	0.031535539999999994
26	0.03292682
27	0.025815880000000003
28	0.026898
29	0.03524562
30	0.044057040000000006
31	0.003400892
32	0.05858812
33	0.03478186
34	0.0
