0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.04031277999999999
11	0.06050888800000001
12	0.004924912399999999
13	0.048236328
14	0.037492868
15	0.026669983999999997
16	0.030065780000000007
17	0.03675810400000001
18	0.03344173600000001
19	0.030105503999999995
20	0.031455887999999994
21	0.03469281199999999
22	0.032051648
23	0.033263008
24	0.031912628000000005
25	0.031575044
26	0.03562616800000001
27	0.030145216000000002
28	0.028298379999999998
29	0.037036120000000006
30	0.04696538799999999
31	0.00565967664
32	0.06140251600000001
33	0.038346776000000006
34	0.0
