5	233.176
6	234.776
7	238.876
8	234.826
9	232.576
10	236.626
11	234.526
12	234.376
13	237.326
14	238.876
15	236.576
16	236.676
17	237.976
18	235.776
19	233.626
20	238.926


Average freezing temperature: 235.96975
Sigma: 2.0156322674287583
