229.826	46.8247	75.5487	15.2942
229.076	35.5155	58.0892	16.2563
229.176	39.4965	-1.22466	28.2756
229.626	37.3003	27.2981	26.5914
230.226	37.847	20.4028	27.3352
231.626	37.3078	15.3725	29.2944
228.726	40.0579	32.5411	28.8246
229.826	44.715	55.3087	28.2866
229.226	38.7326	72.8213	29.344
227.676	34.9543	68.3898	15.3277
230.926	40.5021	26.0845	14.4711
228.376	41.907	20.1849	29.253
232.126	40.3479	36.6349	29.364
228.126	40.9588	40.1233	30.0193
230.426	41.4522	69.0658	15.9425
229.126	42.8194	8.26671	14.6387
