11.2	237.2	0	53.0835	106.284	53.2005
11.2	237.2	3.0406	51.4973	102.617	51.1197
11.2	237.2	6.0812	52.1686	105.481	53.3124
11.2	237.2	9.1218	56.3474	102.367	46.0196
11.2	237.2	12.1624	54.4437	102.159	47.7153
11.2	237.2	15.203	53.9803	103.34	49.3597
11.2	237.2	18.2436	50.9657	103.234	52.2683
11.2	237.2	21.2842	49.5576	105.009	55.4514
11.2	237.2	24.3248	49.9491	106.289	56.3399
11.2	237.2	27.3654	53.4911	104.093	50.6019
11.2	237.2	30.406	53.1484	107.413	54.2646
11.2	237.2	33.4466	51.6805	107.286	55.6055
