1	234.476
2	232.926
3	233.026
4	231.226
5	232.626
6	232.826
7	235.626
8	230.476
9	233.426
10	231.126
11	233.526
12	231.476
13	234.426
14	231.476
15	232.076
16	235.026
17	232.376
18	233.426
19	233.226
20	234.176
21	233.526
22	235.626
23	233.876
24	231.826
25	233.926
26	235.376
27	234.676
28	231.276
29	231.126
30	233.676


Average freezing temperature: 233.1293333333334
Sigma: 1.4311960809833923
