1.6	239.6	0	53.584	104.035	50.451
1.6	239.6	3.11004	50.8757	102.764	51.8883
1.6	239.6	6.22008	52.5987	103.266	50.6673
1.6	239.6	9.33012	54.8934	103.865	48.9716
1.6	239.6	12.4402	55.6864	104.533	48.8466
1.6	239.6	15.5502	51.178	106.089	54.911
1.6	239.6	18.6602	50.6663	102.804	52.1377
1.6	239.6	21.7703	54.1878	104.275	50.0872
1.6	239.6	24.8803	52.9399	107.38	54.4401
1.6	239.6	27.9904	52.6945	106.208	53.5135
1.6	239.6	31.1004	54.568	103.881	49.313
1.6	239.6	34.2104	53.5573	105.374	51.8167
1.6	239.6	37.3205	52.1623	106.452	54.2897
