0	240	0	49.1364	104.982	51.254	102.461	171.223	157.001	328.223
0	240	3.066	50.9165	102.672	52.2996	102.068	158.682	152.59	311.272
0	240	6.132	51.8712	102.29	50.2085	97.9737	154.584	146.448	301.032
0	240	9.198	49.6533	101.418	51.9867	102.052	158.711	153.5	312.211
0	240	12.264	52.0602	105.424	54.0461	101.791	163.613	146.386	309.999
0	240	15.33	50.6437	105.636	60.5578	103.957	168.606	133.062	301.668
0	240	18.396	52.7303	107.743	55.4413	102.337	168.669	143.782	312.451
0	240	21.462	53.5191	107.278	57.3135	102.319	164.825	137.987	302.812
0	240	24.528	52.468	108.215	57.2554	104.204	170.92	143.944	314.865
0	240	27.594	54.4018	107.162	53.3635	103.733	161.763	154.433	316.196
0	240	30.66	51.8584	105.187	56.1145	104.081	163.505	147.065	310.571
0	240	33.726	52.7412	104.724	56.0249	106.813	159.379	155.716	315.096
0	240	36.792	51.0478	106.32	53.5997	106.55	169.465	162.346	331.81
0	240	39.858	50.2515	106.319	54.2373	104.509	171.903	154.133	326.036
0	240	0	49.1364	104.982	51.254	102.461	171.223	157.001	328.223
0	240	3.066	50.9165	100.682	52.2996	102.068	152.581	152.59	305.171
0	240	6.132	51.8712	102.29	50.2085	97.9737	154.584	146.448	301.032
0	240	9.198	49.6533	101.418	51.9867	102.052	158.711	153.5	312.211
0	240	12.264	55.2038	105.424	54.0461	101.791	153.975	146.386	300.361
0	240	15.33	50.6437	105.636	60.5578	103.957	168.606	133.062	301.668
0	240	18.396	52.7303	107.743	56.8633	102.337	168.669	139.422	308.091
0	240	21.462	53.5191	107.278	57.3135	102.319	164.825	137.987	302.812
0	240	24.528	52.468	108.215	59.6762	104.204	170.92	136.522	307.443
0	240	27.594	54.4018	107.162	53.3635	103.733	161.763	154.433	316.196
0	240	30.66	51.8584	101.912	56.1145	100.756	153.464	136.871	290.335
0	240	33.726	52.7412	104.724	56.0249	106.813	159.379	155.716	315.096
0	240	36.792	51.0478	106.32	53.5997	106.55	169.465	162.346	331.81
0	240	39.858	50.2515	106.319	54.2373	104.509	171.903	154.133	326.036
