0.45	239.887	0	18.6501	45.4716	18.895	49.1306	82.2347	92.7023	174.937
0.45	239.887	3.066	19.9465	43.7258	21.1415	49.6006	72.9073	87.2556	160.163
0.45	239.887	6.132	18.544	45.7959	20.0311	50.8459	83.5543	94.4782	178.033
0.45	239.887	9.198	20.4947	45.1277	22.536	50.69	75.5248	86.3202	161.845
0.45	239.887	12.264	21.407	47.4595	22.3825	46.118	79.877	72.773	152.65
0.45	239.887	15.33	26.3315	49.8942	22.5419	50.0979	72.2432	84.4867	156.73
0.45	239.887	18.396	23.9099	50.6871	20.6368	51.1195	82.0989	93.46	175.559
0.45	239.887	21.462	21.9276	49.1212	19.6673	49.9482	83.3756	92.8412	176.217
0.45	239.887	24.528	18.6864	50.3567	18.8121	50.559	97.1011	97.336	194.437
0.45	239.887	27.594	18.622	48.7741	19.3137	50.0853	92.4463	94.3457	186.792
0.45	239.887	30.66	17.4449	53.3596	18.1483	48.2062	110.114	92.1575	202.272
0.45	239.887	33.726	22.2596	54.3431	20.1741	49.1408	98.368	88.8119	187.18
0.45	239.887	36.792	19.6506	51.1077	19.7758	49.3476	96.4475	90.6671	187.115
0.45	239.887	39.858	19.0233	50.6416	18.8272	50.2755	96.9417	96.4205	193.362
0.45	239.887	42.924	18.9137	51.7436	20.683	48.5204	100.656	85.3495	186.006
0.45	239.887	45.99	20.9652	50.7495	20.2117	49.0031	91.3187	88.2744	179.593
0.45	239.887	49.056	22.5785	48.0909	19.5796	46.3233	78.221	81.9962	160.217
0.45	239.887	52.122	27.7429	44.3709	17.8193	47.6722	50.9814	91.529	142.51
0.45	239.887	55.188	25.5303	48.3447	18.9471	45.9146	69.949	82.6824	152.631
0.45	239.887	58.254	28.8455	49.424	18.7128	45.6202	63.0937	82.4981	145.592
0.45	239.887	61.32	21.9942	44.0979	18.937	44.4219	67.7699	78.1367	145.907
0.45	239.887	64.386	23.8097	46.6066	20.7723	46.6772	69.8953	79.4244	149.32
0.45	239.887	67.452	22.3721	47.7871	19.4338	46.6634	77.9224	83.486	161.408
0.45	239.887	70.518	23.1449	49.4208	19.9885	50.0276	80.5619	92.0999	172.662
0.45	239.887	73.584	21.2889	48.9995	21.4258	53.7285	84.9607	99.0401	184.001
0.45	239.887	76.65	21.5315	50.4728	18.5978	54.6461	88.734	110.524	199.258
0.45	239.887	79.716	19.9654	47.047	20.2702	52.4399	83.0322	98.6323	181.664
0.45	239.887	82.782	21.0831	47.7781	20.2717	52.3105	81.8469	98.231	180.078
