3.2	239.2	0	50.5546	108.387	48.4256	105.228	179.861	176.658	356.519
3.2	239.2	3.11004	50.9056	106.987	53.1199	105.954	174.415	164.316	338.732
3.2	239.2	6.22008	49.8474	108.086	52.6266	107.041	181.124	169.231	350.355
3.2	239.2	9.33012	49.3536	107.661	53.9411	106.788	181.338	164.356	345.694
3.2	239.2	12.4402	49.2795	106.358	51.5698	104.581	177.516	164.867	342.383
3.2	239.2	15.5502	50.7492	107.637	50.0999	106.385	176.923	175.049	351.972
3.2	239.2	18.6602	53.5497	105.768	51.0651	104.273	162.401	165.479	327.88
3.2	239.2	21.7703	51.2658	108.236	50.3735	111.847	177.18	191.185	368.365
3.2	239.2	24.8803	51.7407	109.681	52.1117	109.72	180.197	179.164	359.361
3.2	239.2	27.9904	46.5407	107.617	54.3154	107.239	189.95	164.595	354.544
3.2	239.2	31.1004	47.6998	109.094	50.3217	106.065	190.938	173.364	364.302
3.2	239.2	34.2104	46.7503	110.427	53.2264	103.69	198.037	156.944	354.981
3.2	239.2	37.3205	51.027	110.447	49.4977	102.632	184.799	165.25	350.048
