235.776	94.7437	5.09033	29.6681
233.176	85.2375	30.4884	29.4308
234.776	88.455	-3.20437	29.8118
238.876	66.5712	15.8488	28.9117
234.826	91.5666	32.3017	14.6079
232.576	91.898	3.62295	15.6238
236.626	86.5538	20.6794	30.1235
234.526	84.3785	33.5694	29.4113
234.376	78.5111	9.01723	28.6316
237.326	77.7273	2.02581	28.9311
238.876	68.6055	31.7239	29.8535
236.576	70.7977	9.15928	30.4162
237.976	91.4842	15.9962	14.3836
235.776	82.5021	12.4047	27.2038
233.626	66.5373	2.25335	28.4134
238.926	64.5065	-1.8759	29.4452
237.226	72.8685	1.04144	29.1874
235.626	84.3646	19.8592	14.7546
234.326	90.8416	-0.164519	15.04
236.376	64.9961	11.817	28.6365
236.276	67.991	28.5751	27.8795
235.626	88.5941	-1.41403	29.4821
234.726	86.884	-2.37844	29.9695
236.426	77.4761	-5.62761	15.0858
236.526	72.9006	7.61989	28.6337
232.426	82.9544	27.988	14.0131
