4.8	233.8	0	48.2476	111.547	45.2783	108.37	192.468	191.837	384.305
4.8	233.8	3.0406	46.3405	110.339	44.6009	106.918	194.594	189.481	384.075
4.8	233.8	6.0812	47.0262	112.146	46.4337	104.703	198.003	177.174	375.177
4.8	233.8	9.1218	43.1401	112.294	53.027	107.097	210.269	164.405	374.675
4.8	233.8	12.1624	43.9688	114.904	49.995	106.359	215.686	171.38	387.066
4.8	233.8	15.203	48.687	115.274	48.5831	106.914	202.464	177.361	379.825
4.8	233.8	18.2436	50.0629	113.522	50.2332	108.328	192.954	176.643	369.597
4.8	233.8	21.2842	52.8154	110.957	48.5309	108.377	176.785	181.968	358.753
4.8	233.8	24.3248	49.3226	110.637	49.9929	109.882	186.433	182.099	368.531
4.8	233.8	27.3654	49.2587	107.669	49.3061	108.189	177.602	179.039	356.642
4.8	233.8	30.406	52.0945	109.196	47.3823	109.298	173.623	188.261	361.884
4.8	233.8	33.4466	50.6453	110.122	46.8505	106.473	180.845	181.288	362.133
