200    229.53503    -123.2467    141178.49   -37855.279    2723.1172   -40578.397   -141.62394   -222.07555    46.375058 
1200    223.57422    158.12193    141178.49   -37985.606    2652.4005   -40638.007    181.69939    358.15256    -230.6357 
2200    225.42051    126.04371    141178.49   -37991.142    2674.3042   -40665.446    144.83801    108.06897    230.75982 
3200    224.06263   -150.88451    141178.49   -37888.275    2658.1947    -40546.47   -173.38281    15.736575   -615.31634 
4200    227.04525    97.839624    141178.49   -37849.806    2693.5795   -40543.386    112.42843    567.10697   -950.06269 
5200    225.04876    287.93099    141178.49   -37913.064    2669.8939   -40582.958    330.86421    533.43629   -142.50542 
6200    226.55344    187.43991    141178.49   -37784.943    2687.7449   -40472.688    215.38896    422.53375   -268.66617 
7200    223.10166    241.49644    141178.49   -37858.761    2646.7942   -40505.555    277.50583    378.29687    41.977756 
8200    223.32013   -278.32395    141178.49   -37945.701     2649.386   -40595.087   -319.82467   -185.78826   -633.04056 
9200    220.18977   -29.301001    141178.49   -38031.314    2612.2486   -40643.563   -33.670055   -110.00692    144.71364 
10200       221.52    101.87426    141178.49   -38083.538      2628.03   -40711.568    117.06467    48.532436    277.21059 
11200    227.65014    11.598197    141178.49   -37952.569    2700.7557   -40653.325    13.327597   -63.098398    191.91959 
12200     225.8056   -333.63089    141178.49   -38021.332    2678.8727   -40700.205   -383.37839   -493.86251   -125.19961 
13200     219.4885   -127.87855    141178.49   -38128.224    2603.9291   -40732.153   -146.94644   -66.715596   -334.42961 
14200    225.40606   -170.15447    141178.49    -38038.14    2674.1327   -40712.273    -195.5261   -295.73666    38.645516 
15200    225.05895   -147.66429    141178.49   -37943.506    2670.0147   -40613.521   -169.68243    89.444644   -775.20967 
16200    229.25269    27.777785    141178.49   -37905.567    2719.7678   -40625.335    31.919714    293.63061   -579.64534 
17200    221.02918   -56.680426    141178.49   -37992.025    2622.2071   -40614.232    -65.13201   -91.904603   -2.5699288 
18200    225.65233    -287.3866    141178.49   -37986.061    2677.0544   -40663.116   -330.23864   -252.28672   -512.39649 
19200    228.55733    99.452735    141178.49   -37904.473    2711.5183   -40615.991    114.28207   -19.860797    427.74667 
20200    224.19415    211.40134    141178.49   -38024.088    2659.7551   -40683.843    242.92326    273.08975     172.4304 
21200     224.6412   -14.590996    141178.49   -38054.492    2665.0587   -40719.551    -16.76665    76.907004   -235.66291 
