0.002 235.70391 -368.33752 165492.15 -67191 4962.1 -72153.1 -715.06349 240
0.004 237.73215 -338.63027 165492.15 -67221 5004.8 -72225.7 -559.04408 239.999
0.006 238.13849 -443.00462 165492.15 -67098.6 5013.35 -72111.9 -990.15497 239.999
0.008 238.46324 -579.10027 165492.15 -67388.1 5020.19 -72408.3 -1636.9185 239.998
0.01 229.61128 -484.64332 165492.15 -67814.5 4833.83 -72648.3 -1210.2643 239.998
0.012 236.07553 -477.58772 165492.15 -67736.9 4969.92 -72706.9 -1208.8635 239.997
0.014 242.43585 -377.85117 165492.15 -67340.9 5103.82 -72444.7 -772.11842 239.996
0.016 244.0713 -548.53585 165492.15 -67148.6 5138.25 -72286.8 -1488.9058 239.996
0.018 234.95707 -565.78994 165492.15 -67460.5 4946.37 -72406.9 -1550.5758 239.995
0.02 241.18084 -446.80704 165492.15 -67347.5 5077.4 -72424.9 -1090.9418 239.995
0.022 240.85495 -568.1633 165492.15 -67265.6 5070.54 -72336.2 -1615.909 239.994
0.024 242.67748 -689.38588 165492.15 -66944.6 5108.91 -72053.5 -2077.3115 239.994
0.026 243.97129 -453.9312 165492.15 -66919.4 5136.14 -72055.6 -1137.1912 239.994
0.028 242.17606 -448.79279 165492.15 -67106.7 5098.35 -72205.1 -1117.9658 239.993
0.03 234.86791 -267.9916 165492.15 -67122.1 4944.5 -72066.6 -316.68962 239.993
0.032 252.50307 -365.99676 165492.15 -66734.2 5315.76 -72050 -660.91914 239.992
0.034 232.71634 -629.6552 165492.15 -67147.3 4899.2 -72046.5 -1881.9489 239.992
0.036 236.81352 -304.05155 165492.15 -67069.9 4985.46 -72055.4 -467.34346 239.991
0.038 248.94891 -784.39726 165492.15 -66815.7 5240.93 -72056.6 -2468.6473 239.99
0.04 239.86302 -385.71032 165492.15 -67111.6 5049.65 -72161.3 -810.82446 239.99
0.042 239.42775 -610.52771 165492.15 -67016.4 5040.49 -72056.9 -1754.5315 239.989
0.044 240.67128 -444.67366 165492.15 -67005.4 5066.67 -72072 -1126.0378 239.989
0.046 234.66953 -598.47658 165492.15 -67284.9 4940.32 -72225.2 -1773.0931 239.988
0.048 236.26072 -261.32599 165492.15 -67114 4973.82 -72087.9 -274.57832 239.988
0.05 238.99516 -192.28763 165492.15 -67010.3 5031.38 -72041.6 55.144532 239.988
0.052 238.2605 -435.31248 165492.15 -67287.4 5015.92 -72303.3 -1052.8061 239.987
0.054 235.53843 -389.43264 165492.15 -67287.3 4958.61 -72245.9 -852.26052 239.987
