8	238	0	58.4908	105.543	47.0522
8	238	3.066	54.197	102.364	48.167
8	238	6.132	57.3137	103.324	46.0103
8	238	9.198	54.7428	101.208	46.4652
8	238	12.264	53.6673	101.086	47.4187
8	238	15.33	54.4483	101.297	46.8487
8	238	18.396	55.245	101.562	46.317
8	238	21.462	55.5062	104.693	49.1868
8	238	24.528	53.8779	103.583	49.7051
8	238	27.594	56.3507	103.498	47.1473
8	238	30.66	55.9592	105.653	49.6938
8	238	33.726	55.4685	103.907	48.4385
8	238	36.792	57.0626	103.886	46.8234
8	238	39.858	53.6802	102.222	48.5418
