11.2	237.2	0	53.2261	103.385	50.1589
11.2	237.2	3.0406	52.5228	105.236	52.7132
11.2	237.2	6.0812	53.7622	104.184	50.4218
11.2	237.2	9.1218	52.3041	104.279	51.9749
11.2	237.2	12.1624	54.2084	106.23	52.0216
11.2	237.2	15.203	52.9372	103.692	50.7548
11.2	237.2	18.2436	53.9558	104.068	50.1122
11.2	237.2	21.2842	53.3561	105.276	51.9199
11.2	237.2	24.3248	54.0991	101.976	47.8769
11.2	237.2	27.3654	54.3676	103.458	49.0904
11.2	237.2	30.406	51.608	105.421	53.813
11.2	237.2	33.4466	51.9641	103.964	51.9999
