1	229.776
2	227.626
3	226.276
4	227.326
5	227.926
6	228.726
7	229.126
8	229.776
9	226.626
10	228.076
11	232.426
12	228.726
13	227.876
14	227.076
15	228.226
16	229.226
17	229.576
18	230.476
19	226.726
20	227.376


Average freezing temperature: 228.44850000000002
Sigma: 1.4613756361729846
